CurrentGenomeLabel	RepositoryFileLabel	GenBankAssembly	ExpectedAbundancePct	ReferenceRecords	ReferenceBases	CompressedBytes	CompressedSHA256	TaxonomyRenameAlias
Methanobrevibacter_oralis_DSM_7256	Methanobrevibacter_oralis_DSM_7256	GCA_001639275.1	0.761107934944	136	2140433	638107	de813bae968aed7863b7a27ebe3da3d24bd7d863240ad33d680c052aa9105608	no
Methanocaldococcus_jannaschii_DSM_2661	Methanocaldococcus_jannaschii_DSM_2661	GCA_000091665.1	5.64580135165	3	1739927	518400	876c7466941bc18ab08592de95f443ea4380a4892b37ae4d725bfe174446dff3	no
Methanococcus_maripaludis_C5	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	2	1789046	540514	e5f6305abba55791fda54a0bc125af3041dbab577cf57f259f4d4575a06d9c5c	no
Methanococcus_maripaludis_S2	Methanococcus_maripaludis_S2	GCA_000011585.1	0.459615924751	1	1661137	501943	6d4d48b53224cbdb72f7736d80ee04f060a3785325f15e35f5866d786cfb902c	no
Methanomassiliicoccus_luminyensis_B10	Methanomassiliicoccus_luminyensis_B10	GCA_000308215.1	0.0582814043695	26	2620233	803582	3e9f5e1d96745f7f4330790f53f5486b88a9b48a4d4f859ede4dee77154404ba	no
Methanomethylovorans_hollandica_DSM_15978	Methanomethylovorans_hollandica_DSM_15978	GCA_000328665.1	0.0469548829791	2	2714013	833816	90296b2c67fbd305f7d466b2b18a9577873224e6cee81b9b84f1145e0c2a1386	no
Methanopyrus_kandleri_AV19	Methanopyrus_kandleri_AV19	GCA_000007185.1	0.210206465038	1	1694969	518520	55f3783a970a749f3d802ed4ab7cb4cbf4108da22cfea8b196d4817f7979dbbc	no
Methanosarcina_acetivorans_C2A	Methanosarcina_acetivorans_C2A	GCA_000007345.1	0.176994459347	1	5751492	1752151	0d450411ff869f36f54226f4a8d4bd0f4acfb1adc64ae68de6bbb24fd06262bc	no
Methanothermus_fervidus_DSM_2088	Methanothermus_fervidus_DSM_2088	GCA_000166095.1	7.18333975898	1	1243342	374791	12818f82bde57a9290457e9efbca2627855e7b0f7961a2c5769ae6861c71ee6a	no
Micromonospora_arenicola_CNS-205	Salinispora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	1	5786361	1720092	2068eeb68be98ff66b5c1fd8229b639298b576fbae0c43dff58084c21ec48658	yes
Micromonospora_tropica_CNB-440	Salinispora_tropica_CNB-440	GCA_000016425.1	0.49099119431	1	5183331	1540367	f6b2f3c9170344c992c13ef1c915780a1295908a8f2f0dd6661aa12fba205c00	yes
Nanoarchaeum_equitans_Kin4-M	Nanoarchaeum_equitans_Kin4-M	GCA_000008085.1	0.955656442804	1	490885	147779	9661872b3164156d01c406bb5dd6c46fc4176920ed89514c6e931d5c75eb00c8	no
Nitratidesulfovibrio_vulgaris_Hildenborough	Desulfovibrio_vulgaris_Hildenborough	GCA_000195755.1	0.027146183013	2	3773159	1147850	af3eba071f4cc8e36adc21ed84bc1497282fe9c6603ccddc0b04c10d6156893f	yes
Nitrosomonas_europaea_ATCC_19718	Nitrosomonas_europaea_ATCC_19718	GCA_000009145.1	5.68342949511	1	2812094	860752	183228e3e886c14075860081f336be9d24ed9aea5dd43cc6548e7ca98c6621a3	no
Paraburkholderia_xenovorans_LB400	Paraburkholderia_xenovorans_LB400	GCA_000013645.1	0.575113272979	3	9731138	2950274	ab640f1ad402eb4a23693e0bb30a5321621a874cd7fa97bb3c630bf43a7c425e	no
Persephonella_marina_EX-H1	Persephonella_marina_EX-H1	GCA_000021565.1	2.8062374214	2	1983966	597570	80a182008207d3a0d0c91581f48c5ea29ca9ec1beb99eb23c89fca5dd363b5b5	no
Phocaeicola_vulgatus_ATCC_8482	Bacteroides_vulgatus_ATCC_8482	GCA_000012825.1	0.469244175386	1	5163189	1585435	056b7bae201b7b6c14df92880d1a98cb1e4628a2a1049c76ace2c8eb6655dfc4	yes
Porphyromonas_gingivalis_ATCC_33277	Porphyromonas_gingivalis_ATCC_33277	GCA_000010505.1	2.17006694673	1	2354886	720565	d263571f93475c23c3a2c511e358b3d0f4666911eb62dd2a07e6c4b3a542e60e	no
Pseudomonas_fluorescens_SBW25	Pseudomonas_fluorescens_SBW25	GCA_000009225.1	1.06930867961	1	6722539	2046334	1423887e0187234402135ff2d713f0fd9123a99ec7e040b84549862349de951b	no
Pseudomonas_putida_KT2440	Pseudomonas_putida_KT2440	GCA_000007565.2	1.48249785872	1	6181873	1872397	02de82b7269733cc31d142a4ba5746038b75a47b582d661b8091b42ec29fff6c	no
Pyrobaculum_aerophilum_IM2	Pyrobaculum_aerophilum_IM2	GCA_000007225.1	0.229024505381	1	2222430	682037	0ba72caf9ced2c7c96966db593b3fc1d10a8987c85ae71f8c9bf9a44a7beaed1	no
Pyrobaculum_arsenaticum_DSM_13514	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	1	2121076	652076	4bae78a056b053f7e2ee37abebd7b961517f336d7fa4c57353c73a94a1dbb07e	no
Pyrobaculum_calidifontis_JCM_11548	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	1	2009313	614834	47400e330bdfbbd462eaa09c92524a1174d5d3cc103478981fdbacdb72516bdf	no
Pyrococcus_furiosus_DSM_3638	Pyrococcus_furiosus_DSM_3638	GCA_000007305.1	0.401834945916	1	1908256	584756	870ae6c03ed08d75d2e298e9375042b9f5f89688bdd443e9850246590e269076	no
Pyrococcus_horikoshii_OT3	Pyrococcus_horikoshii_OT3	GCA_000011105.1	5.85551833757	1	1738505	533660	b2678795cacb66a70e1ed1cac00863640c02bf39d5a355f72c03f562ef7e85ff	no
Rhodopirellula_baltica_SH_1	Rhodopirellula_baltica_SH_1	GCA_000196115.1	1.31778417324	1	7145576	2176015	409cc952f75c0b0c003e06e51a580671634e5fce3780ad5f6d8062f9a70a91c0	no
Ruegeria_pomeroyi_DSS-3	Ruegeria_pomeroyi_DSS-3	GCA_000011965.2	0.0665347622868	2	4601048	1386857	8059b542d8b9672ba0aa3a5c349735a5f5c59a8684a74070b5edf5f2f397cd1c	no
Ruminiclostridium_thermocellum_ATCC_27405	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	1	3843301	1166987	75443e2e03de3f004705f6018fa311ddc75a6fefbf7398b4bc22915b8b1ce6c2	no
Shewanella_baltica_OS185	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	2	5312910	1632773	c7ac2bbf0f780b8828b05efe9089b5d276076a7d1e3087ef5adec9bbaaa8aa26	no
Shewanella_baltica_OS223	Shewanella_baltica_OS223	GCA_000021665.1	2.5364523173	4	5358884	1646382	99932ab09a780502527e899e58fa223e66d40d765c821704269e13d2f50553a9	no
Shewanella_loihica_PV-4	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	1	4602594	1410705	d62bbd6dd711922c33f402e12550feaf7dec4b15fd8be438c983a7b67e3313b0	no
Sulfurihydrogenibium_sp._YO3AOP1	Sulfurihydrogenibium_sp._YO3AOP1	GCA_000020325.1	0.692150588942	1	1838442	552583	a42df9d7b52f290bfe1a190b43463867742e76b72f34558542ba2af5a24f6ca2	no
Sulfurisphaera_tokodaii_str._7	Sulfolobus_tokodaii_str._7	GCA_000011205.1	0.075406063925	1	2694756	818013	b9fc502a9e16d4b17476ae06b6de73d1e74538079c01490c0e6c7bf61540b2ed	yes
Thermoanaerobacter_pseudethanolicus_ATCC_33223	Thermoanaerobacter_pseudethanolicus_ATCC_33223	GCA_000019085.1	2.48160060047	1	2362816	713928	f1dad9fe0c3cb37ae8467176ecb73b787178ed7313c2e54b13c39b1f6a38077f	no
Thermotoga_neapolitana_DSM_4359	Thermotoga_neapolitana_DSM_4359	GCA_000018945.1	1.60748197579	1	1884562	575910	fe5aedcdfd25ab6b44f4421a83228a4bb74d6260668dc1e3a37dac0dfefa2c5d	no
Thermotoga_petrophila_RKU-1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	1	1823511	558111	2b908d61f88fbe7f5015e6b8a6b98bf2b5931149fd5812ab44fc20f9020575b2	no
Treponema_denticola_ATCC_35405	Treponema_denticola_ATCC_35405	GCA_000008185.1	1.26746475625	1	2843201	863981	c164668646799b06a28e13eb05d6dc98e514908dfab2fbbe0917cfd556e941cc	no
Trichormus_sp._PCC_7120	Nostoc_sp._PCC_7120	GCA_000009705.1	1.37146302611	7	7211789	2209988	6a30f675c3d94cd6aba7de06a1c27ef2fbd5a38e5424603d790669cf13894bb9	yes
Wolinella_succinogenes_DSM_1740	Wolinella_succinogenes_DSM_1740	GCA_000196135.1	0.65604669178	1	2110355	642027	44ed31fc115721c254422e91e40bc7797d5b7a4eed93cc6591e4bd9ea6ad49a5	no
