Sample	GeneID	NtLength	RawCount	CPM	RPKM	TPM	CountRank	TPMRank	RankShiftTPMMinusCount
MOCK1	megahit-m2__c010395_62	5253	651	233.8165542120382	44.51105162993303	42.57258496251282	26	2757	2731
MOCK1	megahit-m2__c010395_7	4893	535	192.15338940620651	39.27107897122553	37.560814333753925	50	4285	4235
MOCK1	megahit-m2__c010435_119	3546	523	187.843406840086	52.973323981975746	50.666323382321174	54	1271	1217
MOCK1	megahit-m2__c012155_65	2574	449	161.26518101567612	62.65158547617565	59.9230943338787	100	421	321
MOCK1	megahit-m2__c012718_45	3870	638	229.14740643207432	59.211216132318945	56.63255387638773	29	616	587
MOCK1	megahit-m2__c013085_22	2985	489	175.63178956941118	58.838120458764216	56.275706606329685	72	646	574
MOCK1	megahit-m2__c014188_2	435	121	43.45899087504858	99.90572614953696	95.5548085024901	4014	88	-3926
MOCK1	megahit-m2__c014319_23	5073	867	311.3962404022076	61.38305547057117	58.709809105524855	11	489	478
MOCK1	megahit-m2__c014803_5	450	138	49.56479951038598	110.14399891196885	105.34720210109242	3060	58	-3002
MOCK1	megahit-m2__c014804_4	942	275	98.77043380692858	104.85184055937216	100.28551847756997	466	72	-394
MOCK1	megahit-m2__c014808_3	480	216	77.57968619016935	161.6243462295195	154.58556830051603	949	25	-924
MOCK2	megahit-co__c000131_1	246	80	28.80347139437245	117.08728209094492	112.01777688242342	8095	48	-8047
MOCK2	megahit-co__c000137_2	786	382	137.53657590812844	174.98292100270794	167.40671961188127	176	22	-154
MOCK2	megahit-co__c000306_16	192	85	30.603688356520728	159.39421019021214	152.49295017001782	7381	25	-7356
MOCK2	megahit-co__c000584_2	2286	891	320.79866265482315	140.33187342730673	134.25595168280216	11	31	20
MOCK2	megahit-co__c000853_2	252	80	28.80347139437245	114.29948966020814	109.35068695665146	8107	54	-8053
MOCK2	megahit-co__c001056_2	705	233	83.89011043610977	118.99306444838264	113.8410449529565	767	46	-721
MOCK2	megahit-co__c001068_3	3255	464	167.0601340873602	51.32415793774507	49.10198588505123	93	1638	1545
MOCK2	megahit-co__c001531_2	1326	713	256.71093880234446	193.5979930636082	185.21581852963143	19	18	-1
MOCK2	megahit-co__c001531_3	801	400	144.01735697186226	179.7969500272937	172.01231656102473	155	20	-135
MOCK2	megahit-co__c001595_44	4605	537	193.34330173472506	41.98551612046147	40.16767742052633	53	3593	3540
MOCK2	megahit-co__c001661_2	4209	528	190.10291120285817	45.165814018260434	43.2102785807324	59	2740	2681
MOCK2	megahit-co__c001968_1	4827	582	209.54525439405958	43.41107404061727	41.53151323754487	39	3184	3145
MOCK2	megahit-co__c002039_3	5532	531	191.18304138014713	34.559479642109025	33.0631645947294	56	6295	6239
MOCK2	megahit-co__c002331_1	936	466	167.78022087221953	179.25237272673024	171.4913177175947	91	21	-70
MOCK2	megahit-co__c002606_10	1329	421	151.578268212885	114.0543778877991	109.11618774083018	133	55	-78
MOCK2	megahit-co__c002606_2	219	81	29.163514786802104	133.16673418631098	127.40104007757816	7953	36	-7917
MOCK2	megahit-co__c002606_6	435	130	46.80564101585523	107.59917474909248	102.94047427298567	3496	64	-3432
MOCK2	megahit-co__c002606_8	762	209	75.24906901779802	98.7520590784751	94.47641044345337	1024	86	-938
MOCK2	megahit-co__c002769_2	567	212	76.32919919508699	134.61939893313402	128.79080908227837	990	34	-956
MOCK2	megahit-co__c003266_3	1275	349	125.65514395794982	98.55305408466651	94.28602173003513	238	88	-150
MOCK2	megahit-co__c003664_1	816	358	128.89553448981673	157.9602138355597	151.12104127575472	222	26	-196
MOCK2	megahit-co__c003664_2	1530	494	177.86143586024988	116.24930448382345	111.21608102826491	75	51	-24
MOCK2	megahit-co__c003664_3	459	130	46.80564101585523	101.97307410861706	97.55796581426748	3498	75	-3423
MOCK2	megahit-co__c003736_1	1044	1334	480.2978855011606	460.0554458823377	440.13651500052214	5	4	-1
MOCK2	megahit-co__c003768_1	7377	524	188.66273763313956	25.57445270884364	24.467160619580977	61	9373	9312
MOCK2	megahit-co__c004102_3	903	611	219.98651277451958	243.61740063623432	233.06954557156058	28	11	-17
MOCK2	megahit-co__c004296_3	3033	657	236.54850882628375	77.99159539277407	74.61480850350742	24	180	156
MOCK2	megahit-co__c004451_42	3198	499	179.66165282239817	56.17937861863607	53.746991023393555	73	1011	938
MOCK2	megahit-co__c004592_37	4605	702	252.75046148561825	54.886093699374214	52.50970120895621	20	1154	1134
MOCK2	megahit-co__c004592_40	3027	462	166.3400473025009	54.95211341344595	52.57286248034847	94	1145	1051
MOCK2	megahit-co__c004592_41	3369	509	183.2620867466947	54.39658259029228	52.041384366858736	68	1212	1144
MOCK2	megahit-co__c004592_43	3042	520	187.22256406342092	61.54587904780438	58.88113913050463	63	545	482
MOCK2	megahit-co__c004670_3	732	195	70.20846152378284	95.91319880298202	91.760463747436	1259	100	-1159
MOCK2	megahit-co__c005156_116	4026	603	217.10616563508233	53.92602226405423	51.59119779925773	32	1272	1240
MOCK2	megahit-co__c005469_9	1704	647	232.94807490198718	136.7066167265183	130.78765701408653	26	33	7
MOCK2	megahit-co__c005493_48	4104	555	199.82408279845887	48.69007865459524	46.581953818705145	46	2051	2005
MOCK2	megahit-co__c006057_3	486	297	106.93288755160772	220.02651759590066	210.500072391554	380	14	-366
MOCK2	megahit-co__c006375_2	1173	314	113.05362522291186	96.37990215082	92.2069603314782	322	98	-224
MOCK2	megahit-co__c006375_4	1785	547	196.94373565902163	110.33262501905973	105.5555748799206	49	60	11
MOCK2	megahit-co__c006391_7	324	173	62.28750689033042	192.2453916368223	183.92178042292346	1763	19	-1744
MOCK2	megahit-co__c006430_1	375	115	41.40499012941039	110.41330701176106	105.6327636001253	4475	58	-4417
MOCK2	megahit-co__c006721_1	5505	738	265.7120236130859	48.267397568226315	46.17757347286606	16	2125	2109
MOCK2	megahit-co__c006747_1	1143	341	122.77479681851257	107.41452040114835	102.76381486831771	252	65	-187
MOCK2	megahit-co__c006919_1	1053	294	105.85275737431876	100.52493577808049	96.17252724649089	390	79	-311
MOCK2	megahit-co__c007031_25	3300	502	180.74178299968713	54.770237272632464	52.39886099531907	72	1165	1093
MOCK2	megahit-co__c007031_3	4104	651	234.38824847170582	57.11214631376847	54.639372857616294	25	905	880
MOCK2	megahit-co__c007121_52	4842	517	186.14243388613195	38.44329489593803	36.77882305726037	64	4782	4718
MOCK2	megahit-co__c007399_16	1149	2675	963.1160747493288	838.2211268488501	801.9288302597773	2	2	0
MOCK2	megahit-co__c007399_18	792	607	218.54633920480097	275.9423474808093	263.99492549932495	29	8	-21
MOCK2	megahit-co__c007571_79	1845	580	208.82516760920026	113.18437268791342	108.28385098634266	40	56	16
MOCK2	megahit-co__c007850_241	17430	912	328.3595738958459	18.8387592596584	18.023101175505925	10	13781	13771
MOCK2	megahit-co__c007931_17	291	106	38.16459959754349	131.14982679568212	125.47145833273512	5188	38	-5150
MOCK2	megahit-co__c007970_3	1239	360	129.61562127467602	104.61309223137694	100.08367958744368	215	69	-146
MOCK2	megahit-co__c007970_4	1677	454	163.45970016306364	97.47149681756926	93.25129243691546	98	93	-5
MOCK2	megahit-co__c008144_27	3468	467	168.14026426464918	48.48335186408569	46.384177637711105	89	2093	2004
MOCK2	megahit-co__c008456_2	369	147	52.92637868715938	143.43192056140754	137.2217766809687	2674	30	-2644
MOCK2	megahit-co__c008480_14	3849	531	191.18304138014713	49.6708343414256	47.52024591791194	57	1879	1822
MOCK2	megahit-co__c008496_1	528	193	69.48837473892354	131.60677033887032	125.9086176804853	1299	37	-1262
MOCK2	megahit-co__c009966_23	3003	549	197.66382244388095	65.82211869593105	62.97223126489683	48	329	281
MOCK2	megahit-co__c010049_1	15894	751	270.3925877146714	17.01224284098851	16.275667081854944	15	16489	16474
MOCK2	megahit-co__c010072_2	675	199	71.64863509350147	106.14612606444662	101.55033795374364	1184	67	-1117
MOCK2	megahit-co__c010072_3	1305	421	151.578268212885	116.15192966504598	111.12292222801787	134	52	-82
MOCK2	megahit-co__c010342_11	762	251	90.37089149984357	118.59697047223564	113.46210058041532	618	47	-571
MOCK2	megahit-co__c011080_1	2391	507	182.5419999618354	76.34546213376638	73.03994755504817	69	186	117
MOCK2	megahit-co__c011431_4	1110	760	273.6329782465383	246.51619661850296	235.84283294975094	14	10	-4
MOCK2	megahit-co__c012266_3	1332	371	133.57609859140223	100.28235629985153	95.94045068460264	197	80	-117
MOCK2	megahit-co__c012266_6	1005	270	97.21171595600701	96.72807557811643	92.54005896182296	505	97	-408
MOCK2	megahit-co__c012671_5	1725	529	190.4629545952878	110.41330701176106	105.63276360012529	58	59	1
MOCK2	megahit-co__c012697_2	1572	454	163.45970016306364	103.98199755920079	99.47990929815981	99	71	-28
MOCK2	megahit-co__c012835_7	3144	534	192.2631715574361	61.152408256181964	58.504704366979446	55	567	512
MOCK2	megahit-co__c012847_3	5496	606	218.1862958123713	39.69910768056246	37.980263160762725	30	4342	4312
MOCK2	megahit-co__c012934_6	3309	467	168.14026426464918	50.81301428366551	48.6129731180363	90	1717	1627
MOCK2	megahit-co__c013150_17	483	139	50.04603154772213	103.61497214849302	99.12877491505142	3062	72	-2990
MOCK2	megahit-co__c013183_162	3225	554	199.4640394060292	61.849314544505184	59.17143683970618	47	523	476
MOCK2	megahit-co__c013183_272	2688	465	167.42017747978986	62.284292217183726	59.58758136895654	92	487	395
MOCK2	megahit-co__c015133_2	852	233	83.89011043610977	98.46257093440113	94.19945621107317	771	89	-682
MOCK2	megahit-co__c015154_7	3297	579	208.46512421677062	63.22873042668201	60.49112842156164	41	431	390
MOCK2	megahit-co__c015594_1	18864	564	203.06447333032577	10.764656134983342	10.298580918531963	43	31235	31192
MOCK2	megahit-co__c015875_1	126	42	15.121822482045536	120.01446414321855	114.81822130448401	19041	44	-18997
MOCK2	megahit-co__c016293_1	258	73	26.28316764736486	101.87274281924364	97.46197854915505	9365	76	-9289
MOCK2	megahit-co__c016383_2	3270	547	196.94373565902163	60.22744209756013	57.619786287663075	50	642	592
MOCK2	megahit-co__c016414_24	3792	460	165.61996051764157	43.67614992553839	41.785112183593874	95	3119	3024
MOCK2	megahit-co__c016740_1	291	113	40.68490334455109	139.8106644142649	133.75730935470818	4642	32	-4610
